G,Date,Years,Days,Age,Team,Opp,Outcome,Score Dif,Minutes,Seconds,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Season
65,3/26/2005,20,86,20.23561644,CLE,DAL,L ,-31,35,39,35.65,7,17,0.412,0,2,0,5,6,0.833,1,3,4,6,0,0,3,1,19,11.9,-24,2005
66,3/28/2005,20,88,20.24109589,CLE,NOH,W ,1,53,0,53,16,29,0.552,3,10,0.3,9,11,0.818,2,4,6,3,4,0,10,3,44,26.8,1,2005
67,3/29/2005,20,89,20.24383562,CLE,LAC,W ,10,40,47,40.78333333,7,20,0.35,2,8,0.25,6,7,0.857,0,7,7,5,2,1,1,0,22,17.7,11,2005
68,3/31/2005,20,91,20.24931507,CLE,CHI,L ,-12,53,0,53,10,28,0.357,1,4,0.25,5,11,0.455,4,2,6,7,4,2,3,5,26,16.7,-12,2005
69,4/1/2005,20,92,20.25205479,CLE,SAC,L ,-19,44,9,44.15,13,21,0.619,2,4,0.5,7,10,0.7,0,8,8,9,2,0,7,2,35,27.2,-15,2005
70,4/3/2005,20,94,20.25753425,CLE,DAL,W ,20,48,0,48,10,23,0.435,4,8,0.5,13,13,1,2,8,10,7,2,1,6,3,37,29.1,20,2005
71,4/5/2005,20,96,20.2630137,CLE,NJN,L ,-31,39,50,39.83333333,9,19,0.474,3,6,0.5,3,6,0.5,2,7,9,4,2,2,6,2,24,16,-21,2005
72,4/6/2005,20,97,20.26575342,CLE,IND,L ,-21,33,17,33.28333333,9,18,0.5,0,3,0,2,4,0.5,2,2,4,3,1,0,2,2,20,12.5,-15,2005
73,4/8/2005,20,99,20.27123288,CLE,PHI,L ,-5,48,0,48,12,30,0.4,2,6,0.333,11,11,1,4,9,13,7,5,0,5,1,37,30.8,-5,2005
74,4/9/2005,20,100,20.2739726,CLE,MIL,W ,17,46,35,46.58333333,15,26,0.577,7,13,0.538,3,3,1,1,9,10,10,2,1,3,2,40,37.1,13,2005
75,4/11/2005,20,102,20.27945205,CLE,ORL,W ,8,48,0,48,12,23,0.522,1,6,0.167,8,10,0.8,1,6,7,6,5,1,2,4,33,29.7,8,2005
76,4/14/2005,20,105,20.28767123,CLE,NYK,L ,-6,41,31,41.51666667,7,25,0.28,4,13,0.308,9,14,0.643,1,17,18,7,2,2,4,3,27,19.2,1,2005
77,4/15/2005,20,106,20.29041096,CLE,WAS,L ,-8,48,0,48,16,33,0.485,1,6,0.167,5,8,0.625,2,4,6,6,1,0,1,3,38,25.7,-8,2005
78,4/17/2005,20,108,20.29589041,CLE,DET,L ,-3,45,12,45.2,12,35,0.343,2,7,0.286,11,14,0.786,3,8,11,6,0,1,1,0,37,24.5,-6,2005
79,4/19/2005,20,110,20.30136986,CLE,BOS,W ,14,46,6,46.1,13,27,0.481,2,3,0.667,4,5,0.8,1,7,8,6,5,0,3,3,32,25.7,13,2005
80,4/20/2005,20,111,20.30410959,CLE,TOR,W ,9,48,0,48,10,23,0.435,2,8,0.25,5,10,0.5,2,12,14,14,0,1,2,1,27,26,9,2005
1,11/2/2005,20,307,20.84109589,CLE,NOK,W ,22,33,23,33.38333333,9,16,0.563,6,7,0.857,7,8,0.875,1,2,3,4,2,0,3,3,31,24.9,22,2006
2,11/4/2005,20,309,20.84657534,CLE,SAS,L ,-26,36,34,36.56666667,7,16,0.438,0,3,0,6,7,0.857,0,6,6,4,0,1,3,3,20,12.3,-19,2006
3,11/5/2005,20,310,20.84931507,CLE,MEM,L ,-7,40,51,40.85,14,29,0.483,4,9,0.444,4,5,0.8,0,2,2,6,2,0,2,2,36,24.9,-3,2006
4,11/7/2005,20,312,20.85479452,CLE,TOR,W ,12,36,28,36.46666667,9,17,0.529,0,2,0,9,12,0.75,0,3,3,6,1,2,1,3,27,22.8,0,2006
5,11/9/2005,20,314,20.86027397,CLE,SEA,W ,27,35,38,35.63333333,10,18,0.556,0,2,0,11,11,1,1,4,5,1,0,1,4,1,31,21.3,25,2006
6,11/11/2005,20,316,20.86575342,CLE,MEM,W ,19,25,40,25.66666667,5,11,0.455,0,1,0,6,6,1,1,5,6,2,3,1,3,5,16,12.6,24,2006
7,11/13/2005,20,318,20.87123288,CLE,ORL,W ,8,48,54,48.9,9,20,0.45,1,4,0.25,7,11,0.636,0,5,5,3,0,1,2,2,26,15.5,7,2006
8,11/15/2005,20,320,20.87671233,CLE,WAS,W ,15,42,26,42.43333333,15,23,0.652,2,3,0.667,5,5,1,1,9,10,4,0,2,3,1,37,31.1,17,2006
9,11/18/2005,20,323,20.88493151,CLE,ORL,W ,18,33,56,33.93333333,6,17,0.353,0,3,0,4,6,0.667,1,5,6,4,2,0,4,2,16,7.9,25,2006
10,11/19/2005,20,324,20.88767123,CLE,PHI,W ,3,46,51,46.85,14,24,0.583,0,2,0,8,10,0.8,2,9,11,10,1,1,5,1,36,31.4,8,2006
11,11/22/2005,20,327,20.89589041,CLE,BOS,W ,22,40,59,40.98333333,13,20,0.65,1,3,0.333,9,11,0.818,0,5,5,4,2,2,1,4,36,31.5,14,2006
12,11/24/2005,20,329,20.90136986,CLE,IND,L ,-22,43,2,43.03333333,6,20,0.3,0,4,0,7,11,0.636,1,9,10,4,5,1,6,4,19,10.1,-18,2006
13,11/26/2005,20,331,20.90684932,CLE,MIN,L ,-4,44,4,44.06666667,13,29,0.448,6,11,0.545,6,6,1,2,3,5,2,4,0,2,2,38,27.8,-3,2006
14,11/30/2005,20,335,20.91780822,CLE,LAC,W ,7,49,56,49.93333333,7,20,0.35,0,3,0,14,17,0.824,0,7,7,9,1,1,6,1,28,19.3,6,2006
15,12/2/2005,20,337,20.92328767,CLE,SEA,L ,-7,45,7,45.11666667,14,27,0.519,0,5,0,6,8,0.75,0,3,3,8,1,3,1,1,34,28.1,-2,2006
16,12/3/2005,20,338,20.9260274,CLE,LAC,L ,-12,44,41,44.68333333,8,25,0.32,3,5,0.6,11,14,0.786,0,5,5,6,1,1,1,3,30,19.7,-11,2006
17,12/6/2005,20,341,20.93424658,CLE,SAC,W ,5,44,19,44.31666667,10,23,0.435,1,5,0.2,9,12,0.75,2,4,6,6,2,3,5,2,30,21.8,3,2006
18,12/9/2005,20,344,20.94246575,CLE,NJN,L ,-9,44,49,44.81666667,11,26,0.423,0,4,0,10,15,0.667,2,4,6,3,0,1,7,3,32,13.4,-4,2006
19,12/10/2005,20,345,20.94520548,CLE,MIL,L ,-5,42,48,42.8,19,29,0.655,5,9,0.556,9,10,0.9,0,7,7,7,2,0,3,5,52,42.9,-3,2006
20,12/13/2005,20,348,20.95342466,CLE,ATL,L ,-6,45,8,45.13333333,13,23,0.565,3,6,0.5,10,16,0.625,0,10,10,6,2,0,6,5,39,26.9,-4,2006
21,12/15/2005,20,350,20.95890411,CLE,DEN,W ,9,45,6,45.1,11,18,0.611,1,4,0.25,3,6,0.5,0,4,4,9,1,0,3,3,26,20.9,16,2006
22,12/17/2005,20,352,20.96438356,CLE,MIA,W ,8,46,23,46.38333333,12,19,0.632,2,4,0.5,15,16,0.938,0,5,5,10,1,0,4,3,41,36.4,9,2006
23,12/20/2005,20,355,20.97260274,CLE,UTA,W ,25,28,55,28.91666667,8,12,0.667,1,1,1,8,9,0.889,2,4,6,4,3,2,5,1,25,23.8,20,2006
24,12/22/2005,20,357,20.97808219,CLE,CHI,W ,8,43,51,43.85,12,25,0.48,4,6,0.667,9,13,0.692,0,5,5,6,4,0,2,2,37,29.6,15,2006
25,12/23/2005,20,358,20.98082192,CLE,IND,W ,5,43,51,43.85,4,16,0.25,0,1,0,6,11,0.545,1,7,8,9,1,0,3,1,14,9.1,1,2006
26,12/26/2005,20,361,20.9890411,CLE,CHI,W ,11,44,58,44.96666667,12,25,0.48,0,5,0,8,12,0.667,1,7,8,6,2,2,2,0,32,26.1,14,2006
27,12/27/2005,20,362,20.99178082,CLE,NJN,L ,-5,40,18,40.3,12,21,0.571,1,5,0.2,6,9,0.667,1,9,10,8,2,0,4,3,31,25.7,-2,2006
28,12/31/2005,21,1,21.00273973,CLE,DET,W ,13,44,33,44.55,11,22,0.5,2,5,0.4,6,7,0.857,1,6,7,7,4,1,5,2,30,24.9,5,2006
29,1/4/2006,21,5,21.01369863,CLE,MIL,W ,7,45,42,45.7,12,29,0.414,2,8,0.25,6,7,0.857,2,9,11,11,5,1,4,1,32,29.2,8,2006
30,1/5/2006,21,6,21.01643836,CLE,HOU,L ,-9,44,15,44.25,13,19,0.684,3,7,0.429,3,6,0.5,1,8,9,5,1,0,3,4,32,25.7,-10,2006
31,1/7/2006,21,8,21.02191781,CLE,MIL,W ,8,45,12,45.2,14,22,0.636,3,7,0.429,4,9,0.444,2,5,7,6,0,1,0,1,35,30.6,4,2006
32,1/10/2006,21,11,21.03013699,CLE,NYK,L ,-8,46,0,46,14,31,0.452,0,7,0,8,11,0.727,0,7,7,7,0,1,1,0,36,25.4,-2,2006
33,1/12/2006,21,13,21.03561644,CLE,LAL,L ,-1,40,6,40.1,11,22,0.5,2,3,0.667,4,9,0.444,0,2,2,9,0,0,5,2,28,16.1,5,2006
34,1/14/2006,21,15,21.04109589,CLE,PHO,L ,-9,43,45,43.75,18,28,0.643,5,8,0.625,5,5,1,0,7,7,8,1,0,1,1,46,40.9,-5,2006
35,1/15/2006,21,16,21.04383562,CLE,POR,L ,-2,41,19,41.31666667,10,26,0.385,1,5,0.2,8,11,0.727,2,11,13,7,1,3,2,3,29,23.1,12,2006
36,1/18/2006,21,19,21.05205479,CLE,DEN,L ,-1,41,35,41.58333333,7,20,0.35,2,6,0.333,8,15,0.533,2,9,11,9,0,0,2,5,24,16.4,-3,2006
37,1/20/2006,21,21,21.05753425,CLE,GSW,L ,-20,35,12,35.2,5,22,0.227,0,3,0,4,6,0.667,1,8,9,6,0,0,6,3,14,-0.1,-9,2006
38,1/21/2006,21,22,21.06027397,CLE,UTA,W ,18,42,47,42.78333333,19,35,0.543,4,8,0.5,9,11,0.818,0,5,5,8,2,0,3,4,51,37.8,20,2006
39,1/24/2006,21,25,21.06849315,CLE,IND,W ,30,35,22,35.36666667,7,21,0.333,2,5,0.4,7,10,0.7,0,7,7,8,2,2,1,0,23,20,33,2006
40,1/25/2006,21,26,21.07123288,CLE,ATL,W ,9,45,54,45.9,11,22,0.5,1,5,0.2,15,20,0.75,1,8,9,6,3,1,5,2,38,30.2,10,2006
41,1/27/2006,21,28,21.07671233,CLE,IND,W ,4,45,6,45.1,12,23,0.522,1,2,0.5,5,8,0.625,1,6,7,9,3,1,6,1,30,23.6,4,2006
42,1/29/2006,21,30,21.08219178,CLE,PHO,W ,7,42,45,42.75,17,33,0.515,3,7,0.429,7,12,0.583,1,10,11,7,1,1,6,1,44,29.6,5,2006
43,1/30/2006,21,31,21.08493151,CLE,CHA,W ,12,31,34,31.56666667,11,19,0.579,2,6,0.333,6,11,0.545,1,5,6,6,5,1,4,2,30,26.4,30,2006
44,2/1/2006,21,33,21.09041096,CLE,NJN,W ,6,44,26,44.43333333,8,21,0.381,0,2,0,10,12,0.833,0,11,11,10,1,1,4,2,26,20.9,5,2006
45,2/2/2006,21,34,21.09315068,CLE,MIA,L ,-28,39,18,39.3,12,29,0.414,2,5,0.4,3,3,1,1,4,5,7,1,0,1,0,29,20.3,-15,2006
46,2/4/2006,21,36,21.09863014,CLE,PHI,L ,-5,47,11,47.18333333,10,17,0.588,2,7,0.286,9,10,0.9,2,2,4,6,2,1,4,0,31,27.6,-7,2006
47,2/6/2006,21,38,21.10410959,CLE,MIL,W ,3,45,21,45.35,9,20,0.45,2,7,0.286,2,4,0.5,0,9,9,12,0,2,4,4,22,17.7,-3,2006
48,2/8/2006,21,40,21.10958904,CLE,MIN,W ,6,45,38,45.63333333,11,34,0.324,1,5,0.2,12,17,0.706,1,10,11,8,1,0,0,3,35,22.7,10,2006
49,2/10/2006,21,42,21.11506849,CLE,WAS,L ,-12,45,23,45.38333333,6,23,0.261,0,3,0,6,8,0.75,1,8,9,8,1,0,2,2,18,10.4,-13,2006
50,2/11/2006,21,43,21.11780822,CLE,GSW,L ,-8,43,48,43.8,10,17,0.588,5,6,0.833,8,8,1,1,4,5,6,1,2,2,5,33,29.6,-15,2006
51,2/13/2006,21,45,21.12328767,CLE,SAS,W ,14,40,43,40.71666667,19,33,0.576,1,3,0.333,5,8,0.625,2,1,3,5,4,0,2,0,44,34.5,12,2006
52,2/15/2006,21,47,21.12876712,CLE,BOS,W ,4,53,55,53.91666667,16,32,0.5,0,5,0,11,15,0.733,1,11,12,11,2,4,2,5,43,37.9,5,2006
53,2/21/2006,21,53,21.14520548,CLE,ORL,W ,13,42,51,42.85,10,24,0.417,1,5,0.2,5,7,0.714,0,2,2,9,1,2,2,0,26,19.7,21,2006
54,2/22/2006,21,54,21.14794521,CLE,PHI,L ,-9,43,7,43.11666667,13,24,0.542,1,4,0.25,6,10,0.6,3,3,6,5,2,1,6,3,33,21.8,-7,2006
55,2/24/2006,21,56,21.15342466,CLE,WAS,L ,-8,47,46,47.76666667,7,21,0.333,3,8,0.375,8,19,0.421,0,7,7,9,1,0,4,2,25,13.3,-8,2006
56,2/26/2006,21,58,21.15890411,CLE,DET,L ,-12,37,46,37.76666667,9,20,0.45,2,3,0.667,2,3,0.667,1,8,9,7,0,0,3,3,22,15,-17,2006
57,2/27/2006,21,59,21.16164384,CLE,DET,L ,-12,46,34,46.56666667,9,22,0.409,0,3,0,8,10,0.8,1,3,4,6,0,1,5,0,26,14.9,-10,2006
58,3/1/2006,21,61,21.16712329,CLE,SAC,L ,-7,44,40,44.66666667,7,21,0.333,1,4,0.25,4,7,0.571,1,6,7,12,1,2,5,1,19,13.8,-5,2006
59,3/2/2006,21,62,21.16986301,CLE,CHI,W ,1,46,37,46.61666667,11,27,0.407,0,3,0,11,13,0.846,2,9,11,8,0,1,5,4,33,21.5,4,2006
60,3/5/2006,21,65,21.17808219,CLE,CHI,W ,19,46,27,46.45,15,28,0.536,1,3,0.333,6,6,1,0,9,9,7,2,0,3,3,37,28.8,23,2006
61,3/7/2006,21,67,21.18356164,CLE,TOR,W ,7,43,44,43.73333333,5,17,0.294,2,6,0.333,5,6,0.833,1,11,12,8,1,0,2,2,17,14.5,14,2006
62,3/8/2006,21,68,21.18630137,CLE,TOR,W ,1,44,17,44.28333333,13,24,0.542,1,3,0.333,8,12,0.667,1,5,6,6,1,0,0,2,35,28.4,-4,2006
63,3/10/2006,21,70,21.19178082,CLE,ORL,L ,-29,38,58,38.96666667,9,22,0.409,2,6,0.333,5,6,0.833,2,5,7,2,2,1,5,0,25,14.8,-18,2006
64,3/12/2006,21,72,21.19726027,CLE,MIA,L ,-6,45,17,45.28333333,11,27,0.407,1,6,0.167,24,28,0.857,2,5,7,4,0,1,5,2,47,31.5,-7,2006
65,3/14/2006,21,74,21.20273973,CLE,DAL,L ,-4,44,58,44.96666667,14,27,0.519,0,2,0,8,8,1,1,11,12,5,0,2,4,1,36,27.2,-8,2006
66,3/17/2006,21,77,21.2109589,CLE,POR,W ,15,44,10,44.16666667,9,23,0.391,1,6,0.167,8,10,0.8,2,7,9,5,6,0,1,2,27,24.9,14,2006
67,3/19/2006,21,79,21.21643836,CLE,LAL,W ,1,46,52,46.86666667,10,24,0.417,3,4,0.75,6,10,0.6,1,7,8,7,1,0,7,3,29,15.1,0,2006
68,3/22/2006,21,82,21.22465753,CLE,CHA,W ,2,50,11,50.18333333,10,21,0.476,1,5,0.2,16,23,0.696,0,11,11,12,0,1,5,4,37,29.3,5,2006
69,3/24/2006,21,84,21.23013699,CLE,BOS,W ,12,44,51,44.85,13,26,0.5,4,8,0.5,6,8,0.75,3,4,7,8,2,3,0,2,36,34.4,8,2006
70,3/26/2006,21,86,21.23561644,CLE,HOU,W ,2,48,56,48.93333333,14,34,0.412,0,4,0,8,11,0.727,3,3,6,5,2,0,2,2,36,22.3,4,2006
71,3/29/2006,21,89,21.24383562,CLE,DAL,W ,13,43,26,43.43333333,16,23,0.696,4,7,0.571,10,13,0.769,0,5,5,4,3,0,2,3,46,39.2,16,2006
72,4/1/2006,21,92,21.25205479,CLE,MIA,W ,7,45,29,45.48333333,16,25,0.64,2,6,0.333,13,14,0.929,4,8,12,9,2,0,4,3,47,43.8,13,2006
73,4/2/2006,21,93,21.25479452,CLE,CHA,W ,4,41,17,41.28333333,13,24,0.542,2,5,0.4,7,9,0.778,1,11,12,8,1,2,3,5,35,29.6,2,2006
74,4/4/2006,21,95,21.26027397,CLE,PHI,W ,33,34,40,34.66666667,13,22,0.591,4,10,0.4,7,9,0.778,1,3,4,7,4,0,3,4,37,31.9,15,2006
75,4/5/2006,21,96,21.2630137,CLE,NYK,L ,-2,44,48,44.8,12,24,0.5,4,7,0.571,8,14,0.571,0,2,2,7,3,0,5,3,36,23.9,-2,2006
76,4/8/2006,21,99,21.27123288,CLE,NJN,W ,6,44,9,44.15,12,26,0.462,0,3,0,13,16,0.813,1,4,5,7,1,0,6,5,37,22.2,5,2006
77,4/10/2006,21,101,21.27671233,CLE,NOK,W ,2,42,7,42.11666667,12,24,0.5,0,3,0,8,12,0.667,1,3,4,6,0,0,2,1,32,21.8,3,2006
78,4/12/2006,21,103,21.28219178,CLE,DET,L ,-23,31,21,31.35,8,18,0.444,0,3,0,6,8,0.75,0,3,3,1,0,0,2,0,22,11.4,-11,2006
,4/13/2006,21,104,21.28493151,CLE,NYK,W ,4,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2006
79,4/16/2006,21,107,21.29315068,CLE,WAS,L ,-12,29,32,29.53333333,8,16,0.5,0,0,,1,2,0.5,0,5,5,4,1,1,3,2,17,10.8,-17,2006
,4/17/2006,21,108,21.29589041,CLE,BOS,W ,5,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2006
,4/19/2006,21,110,21.30136986,CLE,ATL,W ,1,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2006
1,11/1/2006,21,306,21.83835616,CLE,WAS,W ,3,40,38,40.63333333,11,24,0.458,2,4,0.5,2,6,0.333,3,7,10,5,0,2,5,2,26,15.3,3,2007
2,11/3/2006,21,308,21.84383562,CLE,SAS,W ,7,41,53,41.88333333,14,26,0.538,1,2,0.5,6,11,0.545,1,9,10,4,1,1,2,3,35,25.1,6,2007
3,11/4/2006,21,309,21.84657534,CLE,CHA,L ,-4,38,6,38.1,3,13,0.231,1,3,0.333,9,10,0.9,4,5,9,7,0,1,2,0,16,15.6,-3,2007
4,11/7/2006,21,312,21.85479452,CLE,ATL,L ,-9,47,17,47.28333333,13,26,0.5,3,8,0.375,5,11,0.455,0,7,7,6,2,1,2,1,34,25.2,-3,2007
5,11/9/2006,21,314,21.86027397,CLE,CHI,W ,19,37,50,37.83333333,6,13,0.462,0,1,0,7,8,0.875,0,4,4,12,3,2,3,0,19,22.9,26,2007
6,11/11/2006,21,316,21.86575342,CLE,BOS,W ,1,43,32,43.53333333,9,17,0.529,1,4,0.25,19,23,0.826,1,7,8,5,3,0,2,4,38,33.8,6,2007
7,11/13/2006,21,318,21.87123288,CLE,NYK,W ,6,41,20,41.33333333,10,19,0.526,3,4,0.75,6,9,0.667,0,4,4,6,2,1,3,2,29,22.8,10,2007
8,11/15/2006,21,320,21.87671233,CLE,POR,W ,13,38,54,38.9,10,15,0.667,3,6,0.5,9,11,0.818,0,7,7,7,2,1,4,2,32,29.6,16,2007
9,11/17/2006,21,322,21.88219178,CLE,MIN,W ,16,40,30,40.5,12,24,0.5,2,5,0.4,11,14,0.786,2,7,9,6,1,2,4,1,37,29.5,12,2007
10,11/18/2006,21,323,21.88493151,CLE,WAS,L ,-12,33,20,33.33333333,8,20,0.4,0,1,0,4,5,0.8,2,3,5,4,2,0,3,2,20,12.1,-22,2007
11,11/21/2006,21,326,21.89315068,CLE,MEM,W ,3,41,59,41.98333333,7,21,0.333,1,5,0.2,0,1,0,0,1,1,9,3,1,3,1,15,9.6,3,2007
12,11/22/2006,21,327,21.89589041,CLE,TOR,L ,-8,39,55,39.91666667,11,24,0.458,2,7,0.286,6,9,0.667,0,10,10,8,4,0,2,1,30,26.6,-7,2007
13,11/24/2006,21,329,21.90136986,CLE,IND,L ,-10,42,26,42.43333333,6,14,0.429,2,2,1,16,20,0.8,1,6,7,5,1,0,3,6,30,22.6,1,2007
14,11/25/2006,21,330,21.90410959,CLE,PHI,W ,13,40,50,40.83333333,10,20,0.5,1,4,0.25,4,7,0.571,0,4,4,11,0,1,7,4,25,14.8,2,2007
15,11/29/2006,21,334,21.91506849,CLE,NYK,L ,-3,41,11,41.18333333,10,22,0.455,0,5,0,7,11,0.636,1,6,7,6,0,1,5,1,27,16,-4,2007
16,12/1/2006,21,336,21.92054795,CLE,ATL,W ,11,42,55,42.91666667,12,23,0.522,1,3,0.333,6,10,0.6,2,5,7,8,3,2,4,4,31,25.4,8,2007
17,12/2/2006,21,337,21.92328767,CLE,HOU,L ,-18,35,44,35.73333333,7,22,0.318,2,6,0.333,5,7,0.714,1,4,5,4,0,0,3,2,21,8.5,-13,2007
18,12/6/2006,21,341,21.93424658,CLE,TOR,W ,4,40,30,40.5,11,18,0.611,1,2,0.5,3,5,0.6,1,5,6,10,1,0,4,1,26,22.8,2,2007
19,12/9/2006,21,344,21.94246575,CLE,IND,W ,32,31,52,31.86666667,11,16,0.688,1,3,0.333,4,6,0.667,0,7,7,6,1,1,3,0,27,24.4,28,2007
20,12/11/2006,21,346,21.94794521,CLE,NOK,L ,-6,41,36,41.6,7,18,0.389,0,3,0,1,1,1,3,4,7,6,4,0,3,1,15,13.3,-4,2007
21,12/13/2006,21,348,21.95342466,CLE,CHA,W ,3,41,37,41.61666667,6,17,0.353,0,2,0,10,11,0.909,1,7,8,7,1,1,6,1,22,15.1,3,2007
22,12/15/2006,21,350,21.95890411,CLE,SEA,W ,22,33,37,33.61666667,9,14,0.643,2,3,0.667,2,3,0.667,0,9,9,7,1,0,4,3,22,18.8,22,2007
23,12/16/2006,21,351,21.96164384,CLE,ORL,L ,-7,41,3,41.05,10,19,0.526,2,5,0.4,7,9,0.778,1,4,5,5,0,1,4,4,29,19.4,-7,2007
24,12/20/2006,21,355,21.97260274,CLE,NJN,L ,-2,40,11,40.18333333,10,22,0.455,1,3,0.333,16,21,0.762,0,1,1,8,2,1,3,4,37,27.6,8,2007
25,12/21/2006,21,356,21.97534247,CLE,DET,L ,-16,43,0,43,9,20,0.45,0,1,0,8,8,1,2,8,10,5,2,0,1,1,26,23.5,-20,2007
26,12/23/2006,21,358,21.98082192,CLE,ORL,W ,3,42,54,42.9,13,21,0.619,2,3,0.667,4,10,0.4,0,7,7,1,0,0,7,1,32,15.5,3,2007
27,12/27/2006,21,362,21.99178082,CLE,ATL,W ,13,39,31,39.51666667,10,25,0.4,1,2,0.5,6,8,0.75,1,8,9,3,1,2,1,1,27,18.9,23,2007
28,12/29/2006,21,364,21.99726027,CLE,MIL,W ,10,44,1,44.01666667,11,21,0.524,2,6,0.333,8,13,0.615,1,3,4,5,1,1,3,5,32,21.5,11,2007
29,12/30/2006,22,0,22,CLE,CHI,L ,-7,40,19,40.31666667,15,26,0.577,3,4,0.75,0,3,0,2,7,9,3,1,0,5,4,33,19.6,6,2007
30,1/2/2007,22,3,22.00821918,CLE,SAS,W ,4,40,14,40.23333333,7,17,0.412,0,1,0,5,11,0.455,0,5,5,5,2,0,3,1,19,11.1,6,2007
31,1/3/2007,22,4,22.0109589,CLE,BOS,W ,3,44,47,44.78333333,11,20,0.55,2,3,0.667,8,10,0.8,1,5,6,4,3,1,3,0,32,27.3,3,2007
32,1/5/2007,22,6,22.01643836,CLE,MIL,W ,9,42,50,42.83333333,3,13,0.231,0,4,0,2,2,1,0,5,5,9,1,0,2,1,8,6.5,9,2007
33,1/6/2007,22,7,22.01917808,CLE,NJN,W ,5,44,0,44,9,21,0.429,1,3,0.333,0,0,,0,13,13,4,3,3,5,4,19,13.1,4,2007
34,1/9/2007,22,10,22.02739726,CLE,SAC,W ,10,43,25,43.41666667,14,26,0.538,3,7,0.429,3,3,1,1,3,4,7,2,1,3,3,34,26.4,13,2007
35,1/11/2007,22,12,22.03287671,CLE,PHO,L ,-19,38,49,38.81666667,15,28,0.536,3,9,0.333,1,2,0.5,2,4,6,6,1,0,5,2,34,22,-20,2007
36,1/13/2007,22,14,22.03835616,CLE,LAC,W ,12,42,2,42.03333333,10,23,0.435,0,1,0,8,8,1,1,5,6,6,1,0,2,4,28,19.7,14,2007
37,1/16/2007,22,17,22.04657534,CLE,SEA,L ,-5,43,34,43.56666667,8,21,0.381,1,7,0.143,13,15,0.867,1,6,7,8,2,1,4,0,30,24.5,-7,2007
38,1/17/2007,22,18,22.04931507,CLE,POR,L ,-18,35,7,35.11666667,8,21,0.381,1,4,0.25,6,13,0.462,3,3,6,2,1,0,4,0,23,10.1,-24,2007
39,1/19/2007,22,20,22.05479452,CLE,DEN,L ,-11,43,52,43.86666667,9,23,0.391,0,1,0,12,14,0.857,2,8,10,10,2,0,3,2,30,25.7,-3,2007
40,1/20/2007,22,21,22.05753425,CLE,GSW,W ,2,45,52,45.86666667,14,22,0.636,2,7,0.286,2,5,0.4,0,7,7,5,4,0,9,2,32,20.8,5,2007
41,1/22/2007,22,23,22.0630137,CLE,ORL,L ,-11,43,23,43.38333333,6,15,0.4,0,3,0,6,13,0.462,0,4,4,5,3,0,2,2,18,12,-2,2007
42,1/24/2007,22,25,22.06849315,CLE,PHI,L ,-3,53,10,53.16666667,14,26,0.538,3,8,0.375,8,13,0.615,2,8,10,5,1,0,4,2,39,27.9,-8,2007
,1/26/2007,22,27,22.0739726,CLE,PHI,W ,8,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2007
43,1/28/2007,22,29,22.07945205,CLE,PHO,L ,-15,42,4,42.06666667,12,22,0.545,3,6,0.5,3,6,0.5,2,7,9,5,2,0,3,2,30,23.4,-8,2007
,1/30/2007,22,31,22.08493151,CLE,GSW,W ,27,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2007
44,2/1/2007,22,33,22.09041096,CLE,MIA,L ,-3,35,35,35.58333333,6,18,0.333,2,7,0.286,3,8,0.375,1,5,6,9,1,0,2,4,17,10.7,-12,2007
45,2/2/2007,22,34,22.09315068,CLE,CHA,W ,20,35,39,35.65,7,13,0.538,0,1,0,4,8,0.5,1,9,10,3,2,0,1,1,18,16.2,17,2007
46,2/4/2007,22,36,22.09863014,CLE,DET,L ,-12,43,17,43.28333333,9,22,0.409,1,4,0.25,2,3,0.667,0,5,5,6,2,0,3,2,21,12.7,-12,2007
47,2/7/2007,22,39,22.10684932,CLE,LAC,W ,17,36,19,36.31666667,4,13,0.308,1,2,0.5,2,2,1,0,7,7,3,1,1,2,1,11,7,15,2007
48,2/9/2007,22,41,22.11232877,CLE,MIA,W ,24,41,8,41.13333333,12,22,0.545,1,4,0.25,4,8,0.5,1,6,7,6,0,0,2,1,29,21.1,22,2007
